Process,Function,Job,Discipline,Description,Word_Count,Edited_Description,Valence,Arousal,Dominance,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,Valence_Category,Arousal_Category,Dominance_Category,Auditory_Category,Gustatory_Category,Haptic_Category,Interoceptive_Category,Olfactory_Category,Visual_Category,Foot_leg_Category,Hand_arm_Category,Head_Category,Mouth_Category,Torso_Category
Creatives,Tailors,Industrial knitter,Fashion & Textiles,"An Industrial Knitter operates and maintains knitting machines to produce knitted fabrics and garments on a large scale. They set up machines, monitor production, and troubleshoot any issues that arise during the knitting process. Industrial Knitters work with various types of yarn and patterns to create products like sweaters, socks, and textiles. Their technical knowledge and ability to manage knitting machinery efficiently are crucial in maintaining high production standards.",69,"['industrial', 'knitter', 'operates', 'maintains', 'knitting', 'machine', 'produce', 'knitted', 'fabric', 'garment', 'large', 'scale', 'set', 'machine', 'monitor', 'production', 'troubleshoot', 'issue', 'arise', 'knitting', 'process', 'industrial', 'knitters', 'work', 'various', 'type', 'yarn', 'pattern', 'create', 'product', 'like', 'sweater', 'sock', 'textile', 'technical', 'knowledge', 'ability', 'manage', 'knitting', 'machinery', 'efficiently', 'crucial', 'maintaining', 'high', 'production', 'standard']",0.5892619154948251,0.489917080196045,0.6112459547062993,1.3844026185,0.28323024502380945,1.922789676285715,0.7615319751190476,0.47316680307142855,3.18211334197619,1.1282038068809528,2.2838496642619046,2.4164859085476187,1.0849296444047618,1.0444824660238097,Extremely Low,Low,Low,Low,Moderate,Extremely High,Low,Moderate,Moderate,Moderate,High,Extremely Low,Low,Moderate
Creatives,Tailors,Industrial sewing machinist,Fashion & Textiles,"An Industrial Sewing Machinist operates sewing machines to assemble garments and textile products in a factory setting. They follow patterns and production schedules to sew pieces together, ensuring consistency and quality in the final products. Industrial Sewing Machinists work with various fabrics and threads, often performing repetitive tasks with precision. Their skills in machine operation and attention to detail are essential in achieving efficient and high-quality production.",67,"['industrial', 'sewing', 'machinist', 'operates', 'sewing', 'machine', 'assemble', 'garment', 'textile', 'product', 'factory', 'setting', 'follow', 'pattern', 'production', 'schedule', 'sew', 'piece', 'together', 'ensuring', 'consistency', 'quality', 'final', 'product', 'industrial', 'sewing', 'machinists', 'work', 'various', 'fabric', 'thread', 'often', 'performing', 'repetitive', 'task', 'precision', 'skill', 'machine', 'operation', 'attention', 'detail', 'essential', 'achieving', 'efficient', 'high-quality', 'production']",0.5846386263538191,0.5109868962955151,0.6059634657760253,1.659204545475,0.39868378055,1.9583085792249997,0.8530415903999998,0.5214653794499999,3.4328339021249996,1.1942317636750002,2.2870645252249995,2.451991503925,1.0680803335000002,0.9984191315250002,Extremely Low,Moderate,Low,Low,High,Extremely High,Low,High,High,High,High,Low,Low,Moderate
Creatives,Tailors,Knitter,Fashion & Textiles,"A Knitter creates knitted garments and accessories using knitting needles and yarn. They follow patterns or create their own designs to produce items such as sweaters, scarves, hats, and socks. Knitters can work by hand or use knitting machines to create their products. Their expertise in knitting techniques, yarn selection, and pattern reading is crucial in producing high-quality and aesthetically pleasing knitted items.",63,"['knitter', 'creates', 'knitted', 'garment', 'accessory', 'using', 'knitting', 'needle', 'yarn', 'follow', 'pattern', 'create', 'design', 'produce', 'item', 'sweater', 'scarf', 'hat', 'sock', 'knitters', 'work', 'hand', 'use', 'knitting', 'machine', 'create', 'product', 'expertise', 'knitting', 'technique', 'yarn', 'selection', 'pattern', 'reading', 'crucial', 'producing', 'high-quality', 'aesthetically', 'pleasing', 'knitted', 'item']",0.6062441738560415,0.4629808556913564,0.5985911777195763,1.1155861478055558,0.4491091547500001,2.481180877888889,0.7049370359166667,0.5816598321944446,3.5315339740277776,0.9687243398055556,2.4999786987777783,2.465252989333333,1.0030774227500001,0.9544708410277778,Low,Extremely Low,Low,Extremely Low,High,Extremely High,Extremely Low,High,High,Moderate,Extremely High,Low,Extremely Low,Moderate
Creatives,Tailors,Knitting machinist,Fashion & Textiles,"A Knitting Machinist operates and maintains knitting machines to produce knitted fabrics and garments. They set up the machines, monitor the knitting process, and make adjustments to ensure the quality and consistency of the products. Knitting Machinists work in textile manufacturing, producing items like hosiery, sweaters, and other knitted textiles. Their technical skills and attention to detail are essential in achieving efficient and high-quality production.",65,"['knitting', 'machinist', 'operates', 'maintains', 'knitting', 'machine', 'produce', 'knitted', 'fabric', 'garment', 'set', 'machine', 'monitor', 'knitting', 'process', 'make', 'adjustment', 'ensure', 'quality', 'consistency', 'product', 'knitting', 'machinists', 'work', 'textile', 'manufacturing', 'producing', 'item', 'like', 'hosiery', 'sweater', 'knitted', 'textile', 'technical', 'skill', 'attention', 'detail', 'essential', 'achieving', 'efficient', 'high-quality', 'production']",0.6137983663734379,0.45878644006652114,0.6500463308937477,1.3716537755833333,0.5329426035833331,2.273884655472222,0.7933211393888888,0.6617164763055554,3.3817602487499996,1.0983442402500003,2.4488328975555556,2.3618801162222223,1.079497999861111,1.124558722972222,Low,Extremely Low,High,Low,Extremely High,Extremely High,Low,Extremely High,Moderate,Moderate,Extremely High,Extremely Low,Low,High
Creatives,Tailors,Leather craftworker,Fashion & Textiles,"A Leather Craftworker designs, cuts, and assembles leather goods such as bags, belts, shoes, and accessories. They use various tools and techniques to work with leather, creating durable and stylish products. Leather Craftworkers often customize their designs to meet client specifications or create unique pieces. Their craftsmanship, knowledge of leatherworking techniques, and attention to detail are crucial in producing high-quality leather goods.",62,"['leather', 'craftworker', 'design', 'cut', 'assembles', 'leather', 'good', 'bag', 'belt', 'shoe', 'accessory', 'use', 'various', 'tool', 'technique', 'work', 'leather', 'creating', 'durable', 'stylish', 'product', 'leather', 'craftworkers', 'often', 'customize', 'design', 'meet', 'client', 'specification', 'create', 'unique', 'piece', 'craftsmanship', 'knowledge', 'leatherworking', 'technique', 'attention', 'detail', 'crucial', 'producing', 'high-quality', 'leather', 'good']",0.6268471214214927,0.5133294075993411,0.6441036156852327,1.3839572584864865,0.4229463113783783,2.1890203977567575,0.8782290465135134,0.9383201922432434,3.511601258621621,1.2015992460540539,2.225451313756757,2.476166695081081,1.1612712950540538,1.1108413029189188,Moderate,Moderate,Moderate,Low,High,Extremely High,Low,Extremely High,High,High,High,Low,Low,High
Creatives,Tailors,Needlecrafts person,Fashion & Textiles,"A Needlecrafts Person specializes in various needlework techniques, including embroidery, cross-stitch, quilting, and needlepoint. They create decorative and functional items, such as clothing, home textiles, and accessories. Needlecrafts Persons use their skills to follow patterns or create their own designs, producing intricate and detailed needlework. Their expertise in different needlecraft techniques and artistic creativity is essential in creating beautiful and high-quality items.",62,"['needlecrafts', 'person', 'specializes', 'various', 'needlework', 'technique', 'including', 'embroidery', 'cross-stitch', 'quilting', 'needlepoint', 'create', 'decorative', 'functional', 'item', 'clothing', 'home', 'textile', 'accessory', 'needlecrafts', 'persons', 'use', 'skill', 'follow', 'pattern', 'create', 'design', 'producing', 'intricate', 'detailed', 'needlework', 'expertise', 'different', 'needlecraft', 'technique', 'artistic', 'creativity', 'essential', 'creating', 'beautiful', 'high-quality', 'item']",0.6689846906143573,0.46656108934530277,0.6875791473377556,1.4304981549696971,0.4697010648787878,1.8848741018484851,0.9001570087272727,0.5922982793939394,3.460564113484848,1.2040476806666667,2.489376651545455,2.741029571181818,1.2286561146969694,1.1416472499393941,High,Extremely Low,Extremely High,Low,High,Extremely High,Low,High,High,High,Extremely High,Moderate,Low,High
Creatives,Tailors,Shoe maker,Fashion & Textiles,"A Shoemaker, or cobbler, designs, creates, and repairs shoes and other footwear. They work with various materials, including leather, rubber, and synthetic fabrics, to produce custom-made or standardized footwear. Shoemakers measure clients' feet, cut patterns, and sew or glue pieces together to create comfortable and durable shoes. Their craftsmanship and understanding of foot anatomy are crucial in producing well-fitting and high-quality footwear.",62,"['shoemaker', 'cobbler', 'design', 'creates', 'repair', 'shoe', 'footwear', 'work', 'various', 'material', 'including', 'leather', 'rubber', 'synthetic', 'fabric', 'produce', 'custom-made', 'standardized', 'footwear', 'shoemakers', 'measure', 'client', 'foot', 'cut', 'pattern', 'sew', 'glue', 'piece', 'together', 'create', 'comfortable', 'durable', 'shoe', 'craftsmanship', 'understanding', 'foot', 'anatomy', 'crucial', 'producing', 'well-fitting', 'high-quality', 'footwear']",0.5921627387477036,0.46289742081849977,0.6259964444803624,1.2470596763611108,0.45062254963888887,2.5178074556944448,0.8623896938055554,0.8623003706111113,3.5556720847500003,1.758169193111111,2.175692918027778,2.2229115623611113,0.998786466611111,0.8592545606111112,Extremely Low,Extremely Low,Moderate,Extremely Low,High,Extremely High,Low,Extremely High,High,Extremely High,High,Extremely Low,Extremely Low,Low
Creatives,Tailors,Tailor,Fashion & Textiles,"A Tailor creates, alters, and repairs clothing to fit individual clients perfectly. They take precise measurements, design patterns, and sew garments, ensuring a perfect fit and high-quality finish. Tailors work on various clothing items, including suits, dresses, and coats. Their skills in pattern making, garment construction, and fabric selection are essential in producing custom-fitted and stylish clothing.",57,"['tailor', 'creates', 'alters', 'repair', 'clothing', 'fit', 'individual', 'client', 'perfectly', 'take', 'precise', 'measurement', 'design', 'pattern', 'sew', 'garment', 'ensuring', 'perfect', 'fit', 'high-quality', 'finish', 'tailors', 'work', 'various', 'clothing', 'item', 'including', 'suit', 'dress', 'coat', 'skill', 'pattern', 'making', 'garment', 'construction', 'fabric', 'selection', 'essential', 'producing', 'custom-fitted', 'stylish', 'clothing']",0.6556387327605137,0.4785481918147762,0.6583346382834587,1.2421739924285715,0.30886349751428577,2.1885605406,0.7680141546285714,0.4964933549142857,3.5935344679428574,1.5747442198,2.5595571434285715,2.2432849886,0.9664443641142855,1.6963854058285714,High,Low,High,Extremely Low,Moderate,Extremely High,Low,High,High,Extremely High,Extremely High,Extremely Low,Extremely Low,Extremely High
Creatives,Tailors,Taxidermist,Arts & Crafts,"A Taxidermist preserves and mounts animals for display or study purposes. They prepare the skins, create molds or forms, and assemble the animals to recreate lifelike poses. Taxidermists work with various animals, including mammals, birds, and fish. Their expertise in anatomy, preservation techniques, and artistic skills are crucial in creating realistic and durable taxidermy mounts.",55,"['taxidermist', 'preserve', 'mount', 'animal', 'display', 'study', 'purpose', 'prepare', 'skin', 'create', 'mold', 'form', 'assemble', 'animal', 'recreate', 'lifelike', 'pose', 'taxidermists', 'work', 'various', 'animal', 'including', 'mammal', 'bird', 'fish', 'expertise', 'anatomy', 'preservation', 'technique', 'artistic', 'skill', 'crucial', 'creating', 'realistic', 'durable', 'taxidermy', 'mount']",0.650960540004458,0.5063687904953331,0.6308691533406453,1.523776800942857,0.5631058236571429,1.7714716595714286,0.8631993473428571,0.7385570262857145,3.3335424218000003,1.3587400223142858,2.386045435771429,2.789396916628572,1.418638227257143,1.270390858057143,High,Moderate,Moderate,Low,Extremely High,High,Low,Extremely High,Moderate,High,Extremely High,Moderate,Moderate,High
Creatives,Tailors,Upholsterer,Fashion & Textiles,"An Upholsterer repairs and creates furniture coverings, such as sofas, chairs, and headboards. They select and cut fabrics, sew cushions, and attach coverings to the furniture frames. Upholsterers work with various materials, including fabric, leather, and foam, to restore or create comfortable and aesthetically pleasing furniture. Their craftsmanship and knowledge of upholstery techniques are essential in producing high-quality and durable furniture.",61,"['upholsterer', 'repair', 'creates', 'furniture', 'covering', 'sofa', 'chair', 'headboard', 'select', 'cut', 'fabric', 'sew', 'cushion', 'attach', 'covering', 'furniture', 'frame', 'upholsterers', 'work', 'various', 'material', 'including', 'fabric', 'leather', 'foam', 'restore', 'create', 'comfortable', 'aesthetically', 'pleasing', 'furniture', 'craftsmanship', 'knowledge', 'upholstery', 'technique', 'essential', 'producing', 'high-quality', 'durable', 'furniture']",0.6427667445802694,0.47183579693058064,0.6190584547081608,1.0160112128888892,0.25802428472222216,2.735370520805556,0.8864309173333333,0.5351297915,3.4666549893333336,1.4062820605555555,2.44995060625,2.197918114638889,0.9012249690277778,1.4307679586666668,Moderate,Low,Low,Extremely Low,Low,Extremely High,Low,High,High,High,Extremely High,Extremely Low,Extremely Low,Extremely High
Creatives,Tailors,Weaver,Fashion & Textiles,"A Weaver creates textiles by interlacing threads on a loom. They produce fabrics, rugs, and other woven products using various weaving techniques and patterns. Weavers work with different types of yarn and fibers to create unique and functional textiles. Their expertise in loom operation, pattern design, and yarn selection is crucial in producing high-quality woven goods.",56,"['weaver', 'creates', 'textile', 'interlacing', 'thread', 'loom', 'produce', 'fabric', 'rug', 'woven', 'product', 'using', 'various', 'weaving', 'technique', 'pattern', 'weavers', 'work', 'different', 'type', 'yarn', 'fiber', 'create', 'unique', 'functional', 'textile', 'expertise', 'loom', 'operation', 'pattern', 'design', 'yarn', 'selection', 'crucial', 'producing', 'high-quality', 'woven', 'good']",0.6246414657219965,0.48625703544730214,0.6313054031427608,1.2033200698437498,0.5383141803750001,2.3162546853125003,0.8305898553125001,0.5985400479375,3.538499810031249,1.0018442839687498,2.2366677751562505,2.2672405253125003,1.0763743835312498,0.9600195916875001,Moderate,Low,Moderate,Extremely Low,Extremely High,Extremely High,Low,High,High,Moderate,High,Extremely Low,Low,Moderate
Creatives,Builders,Baker,Arts & Crafts,"A Baker prepares and bakes a variety of breads, pastries, cakes, and other baked goods. They measure and mix ingredients, knead dough, and monitor baking times and temperatures to produce high-quality products. Bakers often work in bakeries, restaurants, and grocery stores, and may also specialize in artisanal or commercial baking. Their skills in precision, timing, and creativity are essential in creating delicious and visually appealing baked goods.",67,"['baker', 'prepares', 'bakes', 'variety', 'bread', 'pastry', 'cake', 'baked', 'good', 'measure', 'mix', 'ingredient', 'knead', 'dough', 'monitor', 'baking', 'time', 'temperature', 'produce', 'high-quality', 'product', 'bakers', 'often', 'work', 'bakery', 'restaurant', 'grocery', 'store', 'may', 'also', 'specialize', 'artisanal', 'commercial', 'baking', 'skill', 'precision', 'timing', 'creativity', 'essential', 'creating', 'delicious', 'visually', 'appealing', 'baked', 'good']",0.6719086988056605,0.45604922270814174,0.6411501120376024,1.2218440475384615,1.6507866067692305,1.6497858567948716,1.0957669813333333,1.7338032517179487,3.4028663016666667,0.8621354623333334,2.0228539606153846,2.5967837402564107,1.8666886604871797,0.9162301865128203,High,Extremely Low,Moderate,Extremely Low,Extremely High,High,High,Extremely High,High,Low,Moderate,Low,Extremely High,Moderate
Creatives,Builders,Basket maker,Arts & Crafts,"A Basket Maker crafts baskets and other woven items using natural materials such as willow, rattan, and bamboo. They use traditional weaving techniques to create functional and decorative items, including baskets, trays, and furniture. Basket Makers often work independently or as part of a craft cooperative, selling their handmade products at markets and craft fairs. Their expertise in weaving and knowledge of materials are crucial in producing durable and attractive basketry.",71,"['basket', 'maker', 'craft', 'basket', 'woven', 'item', 'using', 'natural', 'material', 'willow', 'rattan', 'bamboo', 'use', 'traditional', 'weaving', 'technique', 'create', 'functional', 'decorative', 'item', 'including', 'basket', 'tray', 'furniture', 'basket', 'makers', 'often', 'work', 'independently', 'part', 'craft', 'cooperative', 'selling', 'handmade', 'product', 'market', 'craft', 'fair', 'expertise', 'weaving', 'knowledge', 'material', 'crucial', 'producing', 'durable', 'attractive', 'basketry']",0.6443306762076788,0.4300554098080685,0.6384684942027639,1.1711228232325583,0.44797087853488365,2.1294812200000006,0.7773894743720929,0.5407670778139534,3.43100557916279,0.9572128105813952,2.3138059704418614,2.3864961370930233,1.0058526406976744,0.9159985584186047,Moderate,Extremely Low,Moderate,Extremely Low,High,Extremely High,Low,High,High,Moderate,High,Extremely Low,Extremely Low,Moderate
Creatives,Builders,Bicycle builder,Arts & Crafts,"A Bicycle Builder assembles and customizes bicycles, working with frames, wheels, and components to create bikes that meet specific needs and preferences. They may also repair and maintain bicycles, ensuring they are safe and functional. Bicycle Builders often work in bike shops, manufacturing facilities, or as independent artisans. Their skills in mechanics, precision, and customization are essential in creating high-performance and reliable bicycles.",63,"['bicycle', 'builder', 'assembles', 'customizes', 'bicycle', 'working', 'frame', 'wheel', 'component', 'create', 'bike', 'meet', 'specific', 'need', 'preference', 'may', 'also', 'repair', 'maintain', 'bicycle', 'ensuring', 'safe', 'functional', 'bicycle', 'builders', 'often', 'work', 'bike', 'shop', 'manufacturing', 'facility', 'independent', 'artisan', 'skill', 'mechanic', 'precision', 'customization', 'essential', 'creating', 'high-performance', 'reliable', 'bicycle']",0.6651090343021078,0.4692437695674908,0.6809668284981522,1.598703572342857,0.28469730631428575,1.6432610731428572,1.0701310556,0.4105828567142857,3.196123637571428,1.7971386608857143,2.3570944741999997,2.4356133043142862,1.2006243278857145,1.2921034011142856,High,Low,Extremely High,Low,Moderate,High,Moderate,Moderate,Moderate,Extremely High,Extremely High,Extremely Low,Low,High
Creatives,Builders,Blacksmith,Arts & Crafts,"A Blacksmith forges and shapes metal using a hammer, anvil, and forge. They create a variety of items, including tools, hardware, decorative objects, and structural components. Blacksmiths use traditional and modern techniques to heat, bend, and weld metal, working with materials such as iron, steel, and copper. Their craftsmanship and knowledge of metallurgy are crucial in producing durable and functional metalwork.",61,"['blacksmith', 'forge', 'shape', 'metal', 'using', 'hammer', 'anvil', 'forge', 'create', 'variety', 'item', 'including', 'tool', 'hardware', 'decorative', 'object', 'structural', 'component', 'blacksmiths', 'use', 'traditional', 'modern', 'technique', 'heat', 'bend', 'weld', 'metal', 'working', 'material', 'iron', 'steel', 'copper', 'craftsmanship', 'knowledge', 'metallurgy', 'crucial', 'producing', 'durable', 'functional', 'metalwork']",0.5946636113290101,0.5177900623137868,0.6393530619963523,1.412975409944445,0.3842344879166666,2.260866943666667,0.7670506933333332,0.5733910921944445,3.4852192154444444,1.129047213861111,2.5647281485000004,2.3954982393055557,1.06783138025,1.1631755460277775,Low,Moderate,Moderate,Low,High,Extremely High,Low,High,High,Moderate,Extremely High,Extremely Low,Low,High
Creatives,Builders,Carpenter,Arts & Crafts,"A Carpenter constructs and repairs wooden structures and fixtures, including buildings, furniture, and cabinetry. They measure, cut, and assemble wood and other materials using hand tools and power tools. Carpenters work on construction sites, in workshops, and for residential or commercial projects. Their skills in precision, craftsmanship, and understanding of building techniques are essential in creating sturdy and aesthetically pleasing wooden structures.",62,"['carpenter', 'construct', 'repair', 'wooden', 'structure', 'fixture', 'including', 'building', 'furniture', 'cabinetry', 'measure', 'cut', 'assemble', 'wood', 'material', 'using', 'hand', 'tool', 'power', 'tool', 'carpenters', 'work', 'construction', 'site', 'workshop', 'residential', 'commercial', 'project', 'skill', 'precision', 'craftsmanship', 'understanding', 'building', 'technique', 'essential', 'creating', 'sturdy', 'aesthetically', 'pleasing', 'wooden', 'structure']",0.6064845038790995,0.46662207711702597,0.6343105279302121,1.4421400007894736,0.23362660823684211,2.0797936282105263,0.710966702868421,0.4856931632368421,3.674963573236842,1.2626451466315787,2.521958425368421,2.4404803103684203,0.9442347718684211,1.0687750708684212,Low,Extremely Low,Moderate,Low,Low,Extremely High,Extremely Low,Moderate,Extremely High,High,Extremely High,Low,Extremely Low,Moderate
Creatives,Builders,Ceramicist,Arts & Crafts,"A Ceramicist designs and creates pottery, ceramics, and other clay-based items. They shape clay using techniques such as wheel throwing, hand-building, and slip casting, then fire their creations in a kiln. Ceramicists often glaze and decorate their pieces to add color and texture. They work in studios, workshops, or educational institutions, producing both functional and decorative ceramics. Their expertise in clay manipulation and firing techniques is crucial in creating high-quality ceramic art.",72,"['ceramicist', 'design', 'creates', 'pottery', 'ceramic', 'clay-based', 'item', 'shape', 'clay', 'using', 'technique', 'wheel', 'throwing', 'hand-building', 'slip', 'casting', 'fire', 'creation', 'kiln', 'ceramicists', 'often', 'glaze', 'decorate', 'piece', 'add', 'color', 'texture', 'work', 'studio', 'workshop', 'educational', 'institution', 'producing', 'functional', 'decorative', 'ceramic', 'expertise', 'clay', 'manipulation', 'firing', 'technique', 'crucial', 'creating', 'high-quality', 'ceramic', 'art']",0.6440924501001912,0.49389199291736285,0.6017647653860937,1.2876336059189188,0.32526258978378375,1.9048666710810818,0.7499950883783782,0.602910177810811,3.5233571244864863,0.9715764923783783,2.284374069945947,2.5640696474324334,1.045908492891892,0.8658946711621622,Moderate,Low,Low,Low,Moderate,Extremely High,Low,High,High,Moderate,High,Low,Extremely Low,Low
Creatives,Builders,Chain maker,Arts & Crafts,"A Chain Maker crafts chains from various metals for use in jewelry, accessories, and industrial applications. They design, link, and solder individual chain links to create custom pieces, ensuring strength and durability. Chain Makers often work with gold, silver, and other metals, using specialized tools and techniques. Their precision and attention to detail are essential in producing high-quality chains that meet specific design and functional requirements.",66,"['chain', 'maker', 'craft', 'chain', 'various', 'metal', 'use', 'jewelry', 'accessory', 'industrial', 'application', 'design', 'link', 'solder', 'individual', 'chain', 'link', 'create', 'custom', 'piece', 'ensuring', 'strength', 'durability', 'chain', 'makers', 'often', 'work', 'gold', 'silver', 'metal', 'using', 'specialized', 'tool', 'technique', 'precision', 'attention', 'detail', 'essential', 'producing', 'high-quality', 'chain', 'meet', 'specific', 'design', 'functional', 'requirement']",0.6019437954642651,0.5139025791054429,0.6104952389953554,1.4007369540499999,0.26802135692499995,1.8757563108,0.723521418,0.3402783312,3.438486702225,0.9238246797749999,2.130451669475,2.31509288485,1.0231202616750001,0.8486285399750001,Low,Moderate,Low,Low,Low,Extremely High,Low,Moderate,High,Low,High,Extremely Low,Extremely Low,Low
Creatives,Builders,Clock maker,Arts & Crafts,"A Clock Maker designs, constructs, and repairs clocks and timepieces. They work with intricate mechanisms and components, including gears, springs, and pendulums, to create accurate and reliable clocks. Clock Makers often restore antique clocks, ensuring they function properly while preserving their historical value. Their skills in mechanics, precision, and craftsmanship are crucial in producing high-quality timepieces.",56,"['clock', 'maker', 'design', 'construct', 'repair', 'clock', 'timepiece', 'work', 'intricate', 'mechanism', 'component', 'including', 'gear', 'spring', 'pendulum', 'create', 'accurate', 'reliable', 'clock', 'clock', 'makers', 'often', 'restore', 'antique', 'clock', 'ensuring', 'function', 'properly', 'preserving', 'historical', 'value', 'skill', 'mechanic', 'precision', 'craftsmanship', 'crucial', 'producing', 'high-quality', 'timepiece']",0.6463227365435016,0.4781264795118216,0.6337148003378512,1.6575756672058821,0.22005389473529408,1.4080572591176468,0.7247494433529412,0.312033622235294,3.397526379323529,0.8814371151176471,2.1351500563529413,2.669951413029412,0.9718016649705883,0.723252386382353,Moderate,Low,Moderate,Low,Low,Moderate,Low,Low,High,Low,High,Low,Extremely Low,Low
Creatives,Builders,Diamond mounter,Fashion & Textiles,"A Diamond Mounter sets diamonds and other precious stones into jewelry pieces. They work with metals such as gold, silver, and platinum, using specialized tools to secure stones in settings like prongs, bezels, and channels. Diamond Mounters ensure that stones are securely set and displayed to maximize their brilliance. Their expertise in gem setting and attention to detail are essential in creating beautiful and durable jewelry.",66,"['diamond', 'mounter', 'set', 'diamond', 'precious', 'stone', 'jewelry', 'piece', 'work', 'metal', 'gold', 'silver', 'platinum', 'using', 'specialized', 'tool', 'secure', 'stone', 'setting', 'like', 'prong', 'bezel', 'channel', 'diamond', 'mounters', 'ensure', 'stone', 'securely', 'set', 'displayed', 'maximize', 'brilliance', 'expertise', 'gem', 'setting', 'attention', 'detail', 'essential', 'creating', 'beautiful', 'durable', 'jewelry']",0.6422313084466175,0.47147982428210156,0.6166682225729401,1.1882331267567572,0.3078150464324324,1.9942343255675679,0.9303813461621623,0.3187411025945946,3.422842633459459,0.7493569098378378,2.006440753783784,2.316156176567567,0.8813625998108108,0.6909394698648651,Moderate,Low,Low,Extremely Low,Moderate,Extremely High,Moderate,Low,High,Low,Moderate,Extremely Low,Extremely Low,Low
Creatives,Builders,Enameller ,Arts & Crafts,"An Enameller applies enamel to metal, glass, or ceramic surfaces to create decorative and protective finishes. They use techniques such as painting, spraying, and firing to apply enamel coatings, which can add color, texture, and durability to objects. Enamellers work on items like jewelry, tableware, and artwork. Their skills in enamel application and kiln operation are crucial in producing high-quality and visually striking pieces.",64,"['enameller', 'applies', 'enamel', 'metal', 'glass', 'ceramic', 'surface', 'create', 'decorative', 'protective', 'finish', 'use', 'technique', 'painting', 'spraying', 'firing', 'apply', 'enamel', 'coating', 'add', 'color', 'texture', 'durability', 'object', 'enamellers', 'work', 'item', 'like', 'jewelry', 'tableware', 'artwork', 'skill', 'enamel', 'application', 'kiln', 'operation', 'crucial', 'producing', 'high-quality', 'visually', 'striking', 'piece']",0.6138462394479097,0.5071703638565336,0.6246532593810343,1.1304333003888887,0.3386697294166665,2.037963463,0.8429947833333333,0.4794305707222223,3.4374132573611114,0.9432025780833331,2.3893475146388887,2.5560526266666668,1.2652917821944443,0.8698131680833332,Low,Moderate,Moderate,Extremely Low,Moderate,Extremely High,Low,Moderate,High,Moderate,Extremely High,Low,Low,Low
Creatives,Builders,Engraver,Arts & Crafts,"An Engraver etches designs, patterns, and text onto various materials, including metal, glass, wood, and stone. They use hand tools or engraving machines to carve intricate details, often for decorative or functional purposes. Engravers work on items such as jewelry, plaques, trophies, and printing plates. Their precision and artistic skills are essential in creating detailed and accurate engravings.",58,"['engraver', 'etches', 'design', 'pattern', 'text', 'onto', 'various', 'material', 'including', 'metal', 'glass', 'wood', 'stone', 'use', 'hand', 'tool', 'engraving', 'machine', 'carve', 'intricate', 'detail', 'often', 'decorative', 'functional', 'purpose', 'engravers', 'work', 'item', 'jewelry', 'plaque', 'trophy', 'printing', 'plate', 'precision', 'artistic', 'skill', 'essential', 'creating', 'detailed', 'accurate', 'engraving']",0.6290221869556656,0.4644072990323188,0.6510472851656895,1.298922919157895,0.3907397110789473,2.0373083780789476,0.683529993263158,0.45483093257894724,3.5916377667105253,0.8971443475789472,2.511659269105263,2.486408394078947,1.0697502903421052,0.7973545634210525,Moderate,Extremely Low,High,Low,High,Extremely High,Extremely Low,Moderate,High,Low,Extremely High,Low,Low,Low
Creatives,Builders,Forge operator,Arts & Crafts,"A Forge Operator works in a forge, heating and shaping metal to create industrial components, tools, and other metal products. They operate furnaces, hammers, and presses to manipulate metal, ensuring it meets specific dimensions and properties. Forge Operators often work in manufacturing and metalworking industries, producing high-strength metal parts. Their expertise in metallurgy and forging techniques is crucial in maintaining product quality and safety.",64,"['forge', 'operator', 'work', 'forge', 'heating', 'shaping', 'metal', 'create', 'industrial', 'component', 'tool', 'metal', 'product', 'operate', 'furnace', 'hammer', 'press', 'manipulate', 'metal', 'ensuring', 'meet', 'specific', 'dimension', 'property', 'forge', 'operators', 'often', 'work', 'manufacturing', 'metalworking', 'industry', 'producing', 'high-strength', 'metal', 'part', 'expertise', 'metallurgy', 'forging', 'technique', 'crucial', 'maintaining', 'product', 'quality', 'safety']",0.5760350718810024,0.5327344507528377,0.5848806885394027,1.6685991472105262,0.40473516363157896,2.081712560078947,0.8649213895526316,0.695962184526316,3.249194404289473,1.1159352620789473,2.46123177531579,2.262318386157895,1.2100763606842107,1.0293711438947368,Extremely Low,High,Extremely Low,Moderate,High,Extremely High,Low,Extremely High,Moderate,Moderate,Extremely High,Extremely Low,Low,Moderate
